Hospital Name,,Erie County Medical Center,,,,,,,,,,
4525099385,PREVENTIVE VISIT NEW 18-39,510,99385,, $360.25 , ,,,,,,
4525099386,"PREVENTIVE VISIT, NEW 40-64",510,99386,, $429.00 , ,,,,,,
4525099387,PREVENTATIVE VISIT NEW=> 65,510,99387,, $465.05 , ,,,,,,
4525099394,"PREVENTIVE VISIT, EST 12-17",510,99394,, $323.21 , ,,,,,,
4525099395,"PREVENTIVE VISIT, EST 18-39",510,99395,, $330.19 , ,,,,,,
4525099396,PREVENTIVE VISIT EST 40-64,510,99396,, $345.18 , ,,,,,,
4525099397,PREVENTATIVE VISIT-EST=> 65,510,99397,, $371.20 , ,,,,,,
4525995047,HIV COUNSEL W/O TEST  15 MIN,510,99401,, $308.10 , ,,,,,,
4525000207,HIV PRETEST COUNSELING 30 MIN,510,99402,, $308.10 , ,,,,,,
4525995065,SMOKING CESSATION 3 - 10 MIN,942,99406,, $38.27 , ,,,,,,
4525995066,SMOKING CESSATION > 10 MIN,942,99407,, $75.42 , ,,,,,,
4525030026,ALCO/SUBS ABUSE SCRN 15-30MIN,510,99408,, $96.98 , ,,,,,,
4525030028,ALCO/SUBST ABUSE SCREEN>30 MIN,510,99409,, $189.16 , ,,,,,,
4525099495,TRAN CARE MGMT 14 DAY D/C,510,99495,, $444.89 , ,,,,,,
4525099496,TRAN CARE MGMT 7 DAY D/C,510,99496,, $628.70 , ,,,,,,
4525099497,ADVANCED CARE PLAN 30 MINS,510,99497,, $235.77 , ,,,,,,
4525099498,ADVNCED CARE PLAN ADD'L 30 MIN,510,99498,, $205.62 , ,,,,,,
4525024300,IV INFUS CASIRIVIMAB/IMDEVIMAB,260,M0243,, $604.69 , ,,,,,,
4525025600,IV INFUSE MA BAMLAN/ETESEVIMAB,260,M0245,, $604.69 , ,,,,,,
4525993741,OBTAIN SCREEN PAP MCR ONLY,311,Q0091,, $18.35 , ,,,,,,
4525146753,TELEHEALTH ORIG SITE VISIT FEE,510,Q3014,, $39.17 , ,,,,,,
4525146698,OUTPT EST LEVEL1 W/VIDEO,510,,, $158.04 , ,,,,,,
4525146709,OUTPT EST LEVEL2 W/VIDEO,510,,, $205.08 , ,,,,,,
4525146720,OUTPT EST LEVEL3 W/VIDEO,510,,, $259.97 , ,,,,,,
4525146731,OUTPT EST LEVEL4 W/VIDEO,510,,, $357.62 , ,,,,,,
4525146742,OUTPT EST LEVEL5 W/VIDEO,510,,, $403.43 , ,,,,,,
4525146654,OUTPT NEW LEVEL2 W/VIDEO,510,,, $208.11 , ,,,,,,
4525146665,OUTPT NEW LEVEL3 W/VIDEO,510,,, $301.12 , ,,,,,,
4525146676,OUTPT NEW LEVEL4 W/VIDEO,510,,, $460.39 , ,,,,,,
4525146687,OUTPT NEW LEVEL5 W/VIDEO,510,,, $572.01 , ,,,,,,
4525146621,TELEPHONE E/M 11-20MIN,510,,, $97.31 , ,,,,,,
4525146632,TELEPHONE E/M 21-30MIN,510,,, $102.95 , ,,,,,,
4525146610,TELEPHONE E/M 5-10MIN,510,,, $91.67 , ,,,,,,
4527299152,GI MOD SEDAT AGE 5+ INITIAL 15,370,99152,, $198.73 , ,,,,,,
4527299153,GI MOD SEDAT SAME MD EA ADD 15,370,99153,, $198.73 , ,,,,,,
4527500214,CATH BALL ESOP HERC 15-16.5-18,272,C1726,, $255.00 , ,,,,,,
4527500215,CATH BALL HER WRE 12-13.5-15MM,272,C1726,, $297.50 , ,,,,,,
4527500217,CATH BALL ESOP HERC 8-9-10MM,272,C1726,, $255.00 ,,,,,,,
4527500419,CATH DILATOR 8-9-10MM 5.5CM,272,C1726,, $297.50 ,,,,,,,
4527500428,BS CATH BALL ESOPH 6-7-8,272,C1726,, $268.09 ,,,,,,,
4527500437,BS CATH BALL ESOPH 12-13.5-15,272,C1726,, $268.09 ,,,,,,,
4527500446,BS CATH BALL ESOPH 15-16.5-18,272,C1726,, $268.09 ,,,,,,,
4527500455,BS CATH BALL ESOPH 18-19-20,272,C1726,, $268.09 ,,,,,,,
4527500464,CATH BALL ESOP HERC 12-13.5-15,272,C1726,, $255.00 ,,,,,,,
4527500473,CATH BALL ESOP HERC 10-11-12,272,C1726,, $255.00 ,,,,,,,
4527500555,CATH BALL HERC WIRE 10-11-12MM,272,C1726,, $297.50 , ,,,,,,
4527500564,CATH BALL HERC WIRE 18-19-20MM,272,C1726,, $297.50 ,,,,,,,
4527500673,CATH BALL ESOP HERC 18-19-20,272,C1726,, $255.00 , ,,,,,,
4527500795,CATH BALL ESOPH 8-9-10,272,C1726,, $286.09 ,,,,,,,
4527500796,BS CATH BALL ESOPH 10-11-12,272,C1726,, $268.09 ,,,,,,,
4527500919,CATH BALL HER WRE 15-16.6-18MM,272,C1726,, $297.50 ,,,,,,,
4527610089,BS CATH BAL DIL HUR 4CMXALL SZ,272,C1726,, $302.01 , ,,,,,,
4527610100,BS CATH BALDIL ESPH RIG30-35MM,272,C1726,, $771.26 , ,,,,,,
4527500646,COLON DECOMPRESSION SET 14FR,272,C1729,, $210.00 ,,,,,,,
4527500655,BS GW DREAMTOME RX44 .035/260,272,C1769,, $509.29 ,,,,,,,
4527500774,BS GW JAGWIRE ST .025 X 260 CM,272,C1769,, $145.50 ,,,,,,,
4527500775,BS GW JAGWIRE ST .035 X 450 CM,272,C1769,, $147.85 , ,,,,,,
4527500777,BS GW PRE TRUETOME44 .035X450,272,C1769,, $375.01 ,,,,,,,
4527500781,BS GW JAGWIRE ST .025 X 450 CM,272,C1769,, $147.85 ,,,,,,,
4527500783,BS GW JAGWIRE ANG .025 X 450CM,272,C1769,, $147.85 , ,,,,,,
4527500789,BS GW DREAMWIR ST STIF.035X450,272,C1769,, $220.01 ,,,,,,,
4527500792,CK GW SAVARY SS PROG FLEX200CM,272,C1769,, $256.25 , ,,,,,,
4527500793,GW SAVARY SS PROG FLEX 250CM,272,C1769,, $151.25 , ,,,,,,
4527500794,GW SAVARY SS PROG FLEX 360CM,272,C1769,, $163.75 , ,,,,,,
4527500804,BS GW PRE TRUETOME39 .025X450,272,C1769,, $375.01 ,,,,,,,
4527610188,BS GW REV JAGWIRE ST.025X260CM,272,C1769,, $220.01 ,,,,,,,
4527610199,BS REVRX JAGWIRE SPHINCT 20MM,272,C1769,, $407.43 ,,,,,,,
4527500719,BS STNT MTL BIL FULL CVR 10X60,278,C1874,," $5,867.27 ", ,,,,,,
4527500778,BS STNT WALFLX BILI RX PC10X60,278,C1874,," $5,782.07 ", ,,,,,,
4527500779,BS STNT WALFLX BILI RX FC10X40,278,C1874,," $5,971.77 ", ,,,,,,
4527500786,BS STNT WALFLX BILIRY FC 10X60,278,C1874,," $7,740.31 ",,,,,,,
4527500790,BS STNT WALFLX BILI RX PC10X80,278,C1874,," $5,782.07 ", ,,,,,,
4527500787,BS STNTWALFLX DUDN22X27X90X230,278,C1876,," $5,836.24 ", ,,,,,,
4527500788,BS STNTWLFLX DUDN22X27X120X230,278,C1876,," $5,836.24 ", ,,,,,,
4527610166,PX CAPSOCAM CAPSULE PLUS EVAL,278,C1889,, $995.35 ,,,,,,,
4527500755,BS STNT ADVANX PANC PTL 5FX4CM,278,C2617,, $203.99 , ,,,,,,
4527500763,BS STNT ADVANX PANC PTL 5FX6CM,278,C2617,, $203.99 , ,,,,,,
4527500764,BS STNT ADVNX PANC PTL 5FX5/6C,278,C2617,, $203.99 , ,,,,,,
4527500782,BS STNT ADV PANC PTLBRB 7FX4CM,278,C2617,, $226.66 , ,,,,,,
4527500785,BS STNT ADVANX PANC PTL 4FX4CM,278,C2617,, $203.99 , ,,,,,,
4527610210,BS STNT ADVANTIX PANC 7F 5CM,278,C2617,, $226.66 , ,,,,,,
4527610221,CK STENT PANCRE GEENEN 5CMX5FR,278,C2617,, $175.65 , ,,,,,,
4527610232,CK STENT PACREA ZIMMON 5CMX5FR,278,C2617,, $175.65 , ,,,,,,
4527500728,BS STENT ADVANIX DB 10FRX5CM,278,C2625,, $309.26 ,,,,,,,
4527500737,BS STENT ADVANIX DB 10FRX7CM,278,C2625,, $309.26 ,,,,,,,
4527500745,BS STENT ADVANIX DB 7FRX9CM,278,C2625,, $309.26 ,,,,,,,
4527500746,BS STENT ADVANIX DB 10FRX9CM,278,C2625,, $309.26 ,,,,,,,
4527500784,BS STENT ADVANIX DB 7FRX7CM,278,C2625,, $309.26 ,,,,,,,
4527511203,CK STNT OASIS BILIARY 7FX12CM,278,C2625,, $278.79 , ,,,,,,
4527910157,BS STENT ADVANIX DB 10FX12CM,278,C2625,, $309.26 , ,,,,,,
4527999100,GI PROCEDURE TIME 1ST 30 MIN,750,,, $923.33 , ,,,,,,
4527999101,GI PROCEDURE TIME EADDL 30MIN,750,,, $305.53 , ,,,,,,
4527999990,NO GI PROCEDURE TIME CHARGE,750,,, $461.68 , ,,,,,,
4527500519,BS BALL EXTRACTOR 9-12MM 200CM,270,,, $179.04 ,,,,,,,
4527500528,BS BALL EXTRACTOR XL 12-15MM,270,,, $123.75 ,,,,,,,
4527500537,BS BALL EXTRACTOR XL 15-18MM,270,,, $123.75 ,,,,,,,
4527500546,BS BALL EXTRACTOR XL 9-12MM,270,,, $123.75 ,,,,,,,
4527500491,BS BALL EXTRACTR 12-15MM 200CM,270,,, $179.04 ,,,,,,,
4527500518,BS BALL EXTRACTR 15-18MM 200CM,270,,, $179.04 ,,,,,,,
4527500582,BS BASKET RETRIEVAL TRAPEZD RX,270,,, $326.44 ,,,,,,,
4527500408,BS CLIP HEMO RES360 ULTR 235CM,270,,, $298.75 , ,,,,,,
4527500637,BS CLIP HEMOSTASIS RESOLUTION,270,,, $252.38 ,,,,,,,
4527500619,BS CONTOUR ERCP CANNULA,270,,, $56.30 , ,,,,,,
4527500773,BS DEL STNT NAVIFLEX PANC 7FR,270,,, $101.99 ,,,,,,,
4527500307,BS FORCEP BX RAD JAW JUMBO 2.8,270,,, $30.96 ,,,,,,,
4527500306,BS FORCEP BX RADIAL  JAW 2.4MM,270,,, $12.09 ,,,,,,,
4527500500,BS FORCEP RETRACT RAT TOOTH,270,,, $93.75 ,,,,,,,
4527500303,BS PROBE GOLD ELECTRO 10FX3.33,270,,, $195.96 ,,,,,,,
4527500921,BS PROBE GOLD ELECTRO 7FX2.33M,270,,, $195.96 ,,,,,,,
4527500628,BS PUSHER STENT PANC RX 4/5FR,270,,, $62.90 , ,,,,,,
4527500226,CK ACUSNARE STANDARD OVAL,270,,, $21.50 ,,,,,,,
4527500600,CK BRUSH CYTOLOGY 7FRX240CM,270,,, $21.88 , ,,,,,,
4527500225,CK SNARE ACUSNARE JUMBO OVAL,270,,, $21.50 ,,,,,,,
4527500418,CK SNARE ACUSNARE MINI OVAL,270,,, $21.50 ,,,,,,,
4527500664,FEEDING TUBE ENTUIT ENFIT 24FR,270,,, $63.75 , ,,,,,,
4527500691,GASTROST KIT MICKEY 20FX6.67MM,270,,, $115.05 , ,,,,,,
4527500700,INFLATION DEV BILIARY QUANTUM,270,,, $175.00 , ,,,,,,
4527500400,NEEDLE INJECT CARR 5MM 25GA,270,,, $56.25 ,,,,,,,
4527004070,PEG KIT 20FR PULL SILCONE TRAY,270,,, $106.25 ,,,,,,,
4527500404,POLYP NET RETRIEVER ROTH,270,,, $115.00 ,,,,,,,
4527500800,POLYP TRAP ETRAP,270,,, $287.50 , ,,,,,,
4527500682,SNARE ACUSNARE HEXAGON,270,,, $21.50 , ,,,,,,
4527500402,SNARE ISNARE HEXAGON,270,,, $117.50 ,,,,,,,
4527500591,SUCTION DEVICE COLON BIOVAC,270,,, $625.00 , ,,,,,,
4527500791,TATTOO MARKER SPOT GI TRACT,270,,, $475.00 ,,,,,,,
4527610155,BD BLAKEMORE TUBE 20FR,272,,, $464.09 ,,,,,,,
4527500304,BS BAND LIGAT SUPERVIEW SUPER7,272,,, $174.51 ,,,,,,,
4527610177,BS BRUSH CYTO 8FR 2.1MMX200CM,272,,, $131.86 ,,,,,,,
4527500743,BS CATH BALL RX BILI 10-11-12,272,,, $348.75 , ,,,,,,
4527500742,BS CATH BALL RX BILIARY 8-9-10,272,,, $348.75 ,,,,,,,
4527500776,BS CATH BALL RXBILI 13-13.5-15,272,,, $348.75 ,,,,,,,
4527500797,BS CRE ALIANCE II INFLATN LITH,272,,, $515.13 ,,,,,,,
4527500803,BS CRE ALIANCE II INFLTN SYRNG,272,,, $37.26 ,,,,,,,
4527610045,BS G-TUBE 18-24FR,272,,, $34.00 ,,,,,,,
4527610046,BS GTUBE ENFIT 18-20FR RT ANGL,272,,, $39.03 , ,,,,,,
4527610078,BS INTERJCT NDL SCLEROTHX 25GA,272,,, $41.04 ,,,,,,,
4527610056,BS J-TUBE 8.5FR,272,,, $170.60 ,,,,,,,
4527500798,BS PEG KIT 20F STNDRD PUSH INT,272,,, $73.98 ,,,,,,,
4527610034,BS PEG TBE 22-24FRFR,272,,, $109.84 ,,,,,,,
4527610067,BS RESCUE RETRIEVAL NET 5.5CM,272,,, $106.25 , ,,,,,,
4527610111,BS SNARE 10MM COLD ROUND,272,,, $18.75 ,,,,,,,
4527610133,BS SNARE POLYP 2.3-2.4MM OVFLX,272,,, $10.61 ,,,,,,,
4527610122,BS SNARE POLYPCT 2.3MM MED OV,272,,, $16.19 ,,,,,,,
4527610144,BS SNARE POLYPECT 2.4MM MED LG,272,,, $17.45 ,,,,,,,
4527610047,BS YPORT 20-24FR INITIAL PLACE,272,,, $8.94 , ,,,,,,
4527500206,CK NEEDL KNIFE TRIP LUMEN 7-5F,272,,, $267.50 ,,,,,,,
4527610000,CON PROBE ARGON 2.30MMX270CM,272,,, $425.36 ,,,,,,,
4527500401,EN GUARD OVERTUBE ESOP 8.6-10M,272,,, $216.63 ,,,,,,,
4527500780,ERCP CONTOUR CANNULA ULTRA TIP,272,,, $95.93 , ,,,,,,
4527610023,HEMOSPRAY ENDOSC HEMOSTAT 10FR,272,,," $3,125.00 ", ,,,,,,
4527610012,HEMOSPRAY ENDOSC HEMOSTAT 7FR,272,,," $3,125.00 ", ,,,,,,
4527500801,OVERTUBE GARDUS GAST 9.8-11.7M,272,,, $281.25 ,,,,,,,
4527500802,RAPTOR GRASPER 2.4MM X 230CM,272,,, $125.00 ,,,,,,,
4535517410,UROFLOWMETRY COMPLEX,920,51741,, $236.40 , ,,,,,,
4535517970,INTRA ABDOMINAL VOIDING PRESS,361,51797,, $984.30 , ,,,,,,
4535992206,ULTRASOUND TRANSRECTAL DX,402,76872,TC, $825.46 , ,,,,,,
4535076942,US GUIDIANCE NEEDLE PLACEMENT,402,76942,TC, $550.22 , ,,,,,,
4535608060,24 FR 5CC 3 WAY RIBISED BALLOO,272,C1726,, $11.00 ,,,,,,,
4535608220,22FT 30CC 3 WAY RIBISED BALLOO,272,C1726,, $26.00 ,,,,,,,
4535604180,OPEN ENDED CATH 5 FR URETERAL,272,C1758,, $17.00 ,,,,,,,
4535607800,26 FT. SIX EYES URETHERAL CATH,272,C1758,, $34.00 ,,,,,,,
4535605900,GUIDE WIRE .038 X 145,272,C1769,, $20.00 ,,,,,,,
4535867702,MACROPLASTIQUE 2.5ML IMPLANT,278,C1771,," $1,159.29 ", ,,,,,,
4535867692,STENT DOUBLE J 7FX24CM,278,C2625,, $431.42 ,,,,,,,
4535867693,OLY STNT DUB J SOFCURL 6FX26CM,278,C2625,, $320.67 ,,,,,,,
4535867694,STENT DOUBLE J 6FR x 28CM,278,C2625,, $199.07 , ,,,,,,
4535867695,STENT INLAY 6FR x 26CM,278,C2625,, $431.19 ,,,,,,,
4535867700,STENT DOUBLE J 7FX26CM,278,C2625,, $431.42 ,,,,,,,
4535867701,STENT DOUBLE J 8F-26CM,278,C2625,, $431.19 ,,,,,,,
4535867703,OLY QUDRA-COIL 6FR,278,C2625,, $322.42 ,,,,,,,
4535999200,UROLOGY OR TIME 1ST 30 MIN,360,,," $2,284.13 ", ,,,,,,
4535999201,UROLOGY OR TIME EA ADDL 30MIN,360,,, $908.21 , ,,,,,,
4535999100,CYSTO PROC TIME 1ST 30 MIN,361,,, $386.64 , ,,,,,,
4535999101,CYSTO PROC TIME EA ADD'L 30MIN,361,,, $134.55 , ,,,,,,
4535609880,14 FR NEPHROSTOMY CATHETER,272,,, $40.00 ,,,,,,,
4535609390,16 FR COUNCIL CATHETER,272,,, $32.00 ,,,,,,,
4535609470,18 FR COUNCIL CATHETER,272,,, $32.00 ,,,,,,,
4535607230,18 GA. 20CM NEEDLE,272,,, $31.00 ,,,,,,,
4535608970,20 FR. SILICONE 30 CC CATHETER,272,,, $17.00 ,,,,,,,
4535609620,22 FT. COUNCIL CATHETER,272,,, $32.00 ,,,,,,,
4535621660,6 X 24 STENT,272,,, $363.00 ,,,,,,,
4535600790,AMPLATZ RENAL DILATOR SET,272,,, $434.00 ,,,,,,,
4535611430,COUDE 14 FR. 5 CC CATHETER,272,,, $29.00 ,,,,,,,
4535611500,COUDE 16 FR. 5 CC CATHETER,272,,, $29.00 ,,,,,,,
4535611680,COUDE 18 FR. 5 CC CATHETER,272,,, $29.00 ,,,,,,,
4535611760,COUDE 20 FR. 5 CC CATHETER,272,,, $29.00 ,,,,,,,
4535611840,COUDE 22 FR. 5 CC CATHETER,272,,, $29.00 ,,,,,,,
4535861730,GLIDE WIRE-ST TIP .038X150,272,,, $63.00 ,,,,,,,
4535603840,O'BRIEN S/P PULL AWAY,272,,, $157.00 ,,,,,,,
4535867698,OLY CATH CUAL LUMEN 10FR,272,,, $339.50 , ,,,,,,
4535867696,OLY GW .038X150CM,272,,, $36.00 , ,,,,,,
4535867697,OLY GW .038X150CM,272,,, $62.13 ,,,,,,,
4535867699,OLY SHEATH UROPASS 46CM,272,,, $156.69 , ,,,,,,
4535867691,OLYMPUS LITHOTRIPS PROBE 11.3F,272,,," $2,479.00 ", ,,,,,,
4535617960,PROSTATE BIOPSY NEEDLE,272,,, $83.00 ,,,,,,,
4535622240,RECTAL BALLOON CATHETERS,272,,, $45.00 , ,,,,,,
